task_id,git_commit_count,final_target,final_srd_id,total_cost_usd,total_duration_s,total_tokens_input,productive_commits,zero_loc_commits,git_wasted_cost_proxy,first_commit_at,last_commit_at,span_hours
4575,1,cmd/readlink,srd050,0.6495,51,488128,1,0,0.0,2026-04-08T00:43:03+00:00,2026-04-08T00:43:03+00:00,0.0
4576,1,cmd/readlink,srd050,0.663,89,353302,1,0,0.0,2026-04-08T00:44:48+00:00,2026-04-08T00:44:48+00:00,0.0
4577,1,cmd/readlink,srd050,1.1161,158,782475,1,0,0.0,2026-04-08T00:47:43+00:00,2026-04-08T00:47:43+00:00,0.0
4578,1,cmd/echo,srd020,0.5278,46,270726,1,0,0.0,2026-04-08T00:48:46+00:00,2026-04-08T00:48:46+00:00,0.0
4580,1,cmd/echo,srd020,0.6291,61,412583,1,0,0.0,2026-04-08T00:52:09+00:00,2026-04-08T00:52:09+00:00,0.0
4581,1,cmd/echo,srd020,0.5647,55,344719,1,0,0.0,2026-04-08T00:53:23+00:00,2026-04-08T00:53:23+00:00,0.0
4582,1,cmd/echo,srd020,0.6397,72,375088,1,0,0.0,2026-04-08T00:54:53+00:00,2026-04-08T00:54:53+00:00,0.0
4583,1,cmd/tac,srd021,0.9052,93,808840,1,0,0.0,2026-04-08T00:56:44+00:00,2026-04-08T00:56:44+00:00,0.0
4585,1,cmd/tac,srd021,2.4122,759,872582,1,0,0.0,2026-04-08T01:11:43+00:00,2026-04-08T01:11:43+00:00,0.0
4586,1,cmd/tac,srd021,0.7155,97,433274,1,0,0.0,2026-04-08T01:13:37+00:00,2026-04-08T01:13:37+00:00,0.0
4587,1,cmd/tac,srd021,1.2119,171,1062398,1,0,0.0,2026-04-08T01:16:46+00:00,2026-04-08T01:16:46+00:00,0.0
4588,1,cmd/nl,srd022,1.6265,311,1563825,1,0,0.0,2026-04-08T01:22:13+00:00,2026-04-08T01:22:13+00:00,0.0
4590,1,cmd/nl,srd022,0.8943,122,733959,1,0,0.0,2026-04-08T01:26:24+00:00,2026-04-08T01:26:24+00:00,0.0
4591,1,cmd/nl,srd022,0.7359,78,443703,1,0,0.0,2026-04-08T01:27:59+00:00,2026-04-08T01:27:59+00:00,0.0
4592,1,cmd/nl,srd022,2.1851,699,995065,1,0,0.0,2026-04-08T01:39:55+00:00,2026-04-08T01:39:55+00:00,0.0
4593,1,cmd/fold,srd023,0.7113,88,441936,1,0,0.0,2026-04-08T01:41:39+00:00,2026-04-08T01:41:39+00:00,0.0
4595,1,cmd/fold,srd023,0.5949,84,350756,0,1,0.5949,2026-04-08T01:44:48+00:00,2026-04-08T01:44:48+00:00,0.0
4596,1,cmd/fold,srd023,0.6959,101,431515,1,0,0.0,2026-04-08T01:46:47+00:00,2026-04-08T01:46:47+00:00,0.0
4597,1,cmd/fold,srd023,1.2153,209,988579,1,0,0.0,2026-04-08T01:50:34+00:00,2026-04-08T01:50:34+00:00,0.0
4598,1,cmd/expand,srd024,0.7625,79,650945,1,0,0.0,2026-04-08T02:48:55+00:00,2026-04-08T02:48:55+00:00,0.0
4600,1,cmd/expand,srd024,1.5165,395,1022273,1,0,0.0,2026-04-08T02:57:53+00:00,2026-04-08T02:57:53+00:00,0.0
4601,1,cmd/expand,srd024,0.8208,136,471159,1,0,0.0,2026-04-08T03:00:26+00:00,2026-04-08T03:00:26+00:00,0.0
4603,1,cmd/unexpand,srd025,2.0483,618,1035462,1,0,0.0,2026-04-08T03:12:06+00:00,2026-04-08T03:12:06+00:00,0.0
4605,1,cmd/unexpand,srd025,0.7727,121,446397,1,0,0.0,2026-04-08T03:16:50+00:00,2026-04-08T03:16:50+00:00,0.0
4606,1,cmd/unexpand,srd025,0.7357,86,450774,1,0,0.0,2026-04-08T03:18:35+00:00,2026-04-08T03:18:35+00:00,0.0
4607,1,cmd/unexpand,srd025,0.9775,100,982864,1,0,0.0,2026-04-08T03:20:32+00:00,2026-04-08T03:20:32+00:00,0.0
4608,1,cmd/cut,srd026,0.9502,117,759744,1,0,0.0,2026-04-08T03:22:47+00:00,2026-04-08T03:22:47+00:00,0.0
4610,1,cmd/cut,srd026,0.8524,121,609016,1,0,0.0,2026-04-08T03:27:05+00:00,2026-04-08T03:27:05+00:00,0.0
4611,1,cmd/cut,srd026,1.3098,351,498404,1,0,0.0,2026-04-08T03:33:15+00:00,2026-04-08T03:33:15+00:00,0.0
4612,1,cmd/cut,srd026,2.5821,676,1848374,1,0,0.0,2026-04-08T03:44:50+00:00,2026-04-08T03:44:50+00:00,0.0
4613,1,cmd/paste,srd027,0.9447,113,840128,1,0,0.0,2026-04-08T03:47:01+00:00,2026-04-08T03:47:01+00:00,0.0
4615,1,cmd/paste,srd027,1.1848,149,1002730,1,0,0.0,2026-04-08T03:51:38+00:00,2026-04-08T03:51:38+00:00,0.0
4616,1,cmd/paste,srd027,0.7806,70,626357,1,0,0.0,2026-04-08T03:53:08+00:00,2026-04-08T03:53:08+00:00,0.0
4617,1,cmd/paste,srd027,1.529,268,1521934,1,0,0.0,2026-04-08T03:57:54+00:00,2026-04-08T03:57:54+00:00,0.0
4618,1,cmd/uniq,srd028,2.0578,510,1433993,1,0,0.0,2026-04-08T04:06:41+00:00,2026-04-08T04:06:41+00:00,0.0
4620,1,cmd/comm,srd029,1.414,255,1124007,1,0,0.0,2026-04-08T04:13:21+00:00,2026-04-08T04:13:21+00:00,0.0
4621,1,cmd/uniq,srd028,0.8934,87,820159,1,0,0.0,2026-04-08T04:15:06+00:00,2026-04-08T04:15:06+00:00,0.0
4622,1,cmd/uniq,srd028,0.7301,84,455119,1,0,0.0,2026-04-08T04:16:49+00:00,2026-04-08T04:16:49+00:00,0.0
4623,1,cmd/uniq,srd028,1.9926,467,1420541,1,0,0.0,2026-04-08T04:24:55+00:00,2026-04-08T04:24:55+00:00,0.0
4625,1,cmd/comm,srd029,0.8365,85,645021,1,0,0.0,2026-04-08T04:28:45+00:00,2026-04-08T04:28:45+00:00,0.0
4626,1,cmd/comm,srd029,1.5191,389,944657,1,0,0.0,2026-04-08T04:35:32+00:00,2026-04-08T04:35:32+00:00,0.0
4627,1,cmd/comm,srd029,1.1233,171,1009110,1,0,0.0,2026-04-08T04:38:42+00:00,2026-04-08T04:38:42+00:00,0.0
4628,1,cmd/md5sum,srd030,0.6937,73,462406,1,0,0.0,2026-04-08T04:40:14+00:00,2026-04-08T04:40:14+00:00,0.0
4630,1,cmd/md5sum,srd030,0.7171,119,371537,0,1,0.7171,2026-04-08T04:44:49+00:00,2026-04-08T04:44:49+00:00,0.0
4631,1,cmd/md5sum,srd030,0.7059,88,441434,1,0,0.0,2026-04-08T04:46:35+00:00,2026-04-08T04:46:35+00:00,0.0
4632,1,cmd/md5sum,srd030,1.078,178,812327,1,0,0.0,2026-04-08T04:49:50+00:00,2026-04-08T04:49:50+00:00,0.0
4633,1,cmd/sha1sum,srd031,0.6107,51,412637,1,0,0.0,2026-04-08T04:50:58+00:00,2026-04-08T04:50:58+00:00,0.0
4635,1,cmd/sha1sum,srd031,0.701,92,503574,0,1,0.701,2026-04-08T04:54:54+00:00,2026-04-08T04:54:54+00:00,0.0
4636,1,cmd/sha1sum,srd031,0.6164,53,366460,0,1,0.6164,2026-04-08T10:38:42+00:00,2026-04-08T10:38:42+00:00,0.0
4637,1,cmd/sha1sum,srd031,0.9204,130,637626,1,0,0.0,2026-04-08T10:41:11+00:00,2026-04-08T10:41:11+00:00,0.0
4638,1,cmd/sha256sum,srd032,0.6074,59,355197,1,0,0.0,2026-04-08T10:42:30+00:00,2026-04-08T10:42:30+00:00,0.0
4640,1,cmd/sha256sum,srd032,0.6291,81,373937,0,1,0.6291,2026-04-08T10:46:09+00:00,2026-04-08T10:46:09+00:00,0.0
4641,1,cmd/sha256sum,srd032,0.7296,119,381500,1,0,0.0,2026-04-08T10:48:28+00:00,2026-04-08T10:48:28+00:00,0.0
4642,1,cmd/sha256sum,srd032,1.0282,165,685606,1,0,0.0,2026-04-08T10:51:32+00:00,2026-04-08T10:51:32+00:00,0.0
4643,1,cmd/sha512sum,srd033,0.6354,57,370296,1,0,0.0,2026-04-08T10:52:46+00:00,2026-04-08T10:52:46+00:00,0.0
4645,1,cmd/sha512sum,srd033,0.7075,70,458254,1,0,0.0,2026-04-08T10:56:23+00:00,2026-04-08T10:56:23+00:00,0.0
4646,1,cmd/sha512sum,srd033,0.8181,77,688235,0,1,0.8181,2026-04-08T10:58:00+00:00,2026-04-08T10:58:00+00:00,0.0
4647,1,cmd/sha512sum,srd033,1.5339,202,1610634,1,0,0.0,2026-04-08T11:01:45+00:00,2026-04-08T11:01:45+00:00,0.0
4648,1,cmd/mkdir,srd034,0.6103,59,349735,1,0,0.0,2026-04-08T11:03:04+00:00,2026-04-08T11:03:04+00:00,0.0
4650,1,cmd/mkdir,srd034,0.916,85,579356,1,0,0.0,2026-04-08T11:06:56+00:00,2026-04-08T11:06:56+00:00,0.0
4651,1,cmd/mkdir,srd034,1.5172,344,654999,1,0,0.0,2026-04-08T11:13:00+00:00,2026-04-08T11:13:00+00:00,0.0
4652,1,cmd/mkdir,srd034,1.981,352,1521436,1,0,0.0,2026-04-08T11:19:11+00:00,2026-04-08T11:19:11+00:00,0.0
4653,1,cmd/rmdir,srd035,0.8899,59,589804,1,0,0.0,2026-04-08T11:20:28+00:00,2026-04-08T11:20:28+00:00,0.0
4655,1,cmd/rmdir,srd035,0.6938,60,560462,1,0,0.0,2026-04-08T11:23:31+00:00,2026-04-08T11:23:31+00:00,0.0
4656,1,cmd/rmdir,srd035,0.6275,68,352757,1,0,0.0,2026-04-08T11:24:59+00:00,2026-04-08T11:24:59+00:00,0.0
4657,1,cmd/rmdir,srd035,1.0233,122,866712,1,0,0.0,2026-04-08T11:27:20+00:00,2026-04-08T11:27:20+00:00,0.0
4658,1,cmd/mktemp,srd036,0.5953,67,288414,1,0,0.0,2026-04-08T11:28:45+00:00,2026-04-08T11:28:45+00:00,0.0
4660,1,cmd/mktemp,srd036,1.022,163,775420,1,0,0.0,2026-04-08T11:34:19+00:00,2026-04-08T11:34:19+00:00,0.0
4661,1,cmd/mktemp,srd036,0.9358,181,687728,1,0,0.0,2026-04-08T11:37:39+00:00,2026-04-08T11:37:39+00:00,0.0
4662,1,cmd/mktemp,srd036,0.7753,96,587313,1,0,0.0,2026-04-08T11:39:35+00:00,2026-04-08T11:39:35+00:00,0.0
4663,1,cmd/mktemp,srd036,1.872,594,586622,1,0,0.0,2026-04-08T11:49:47+00:00,2026-04-08T11:49:47+00:00,0.0
4665,1,cmd/ln,srd037,0.6462,670,440200,1,0,0.0,2026-04-08T12:04:18+00:00,2026-04-08T12:04:18+00:00,0.0
4666,1,cmd/ln,srd037,0.8395,116,650122,1,0,0.0,2026-04-08T12:06:35+00:00,2026-04-08T12:06:35+00:00,0.0
4667,1,cmd/unlink,srd038,0.6737,49,555282,1,0,0.0,2026-04-08T12:07:42+00:00,2026-04-08T12:07:42+00:00,0.0
4668,1,cmd/unlink,srd038,0.5772,61,339673,1,0,0.0,2026-04-08T12:09:01+00:00,2026-04-08T12:09:01+00:00,0.0
4670,1,cmd/ln,srd037,1.7484,311,1662307,1,0,0.0,2026-04-08T12:16:59+00:00,2026-04-08T12:16:59+00:00,0.0
4671,1,cmd/ln,srd037,1.5966,486,563479,1,0,0.0,2026-04-08T12:25:25+00:00,2026-04-08T12:25:25+00:00,0.0
4672,1,cmd/ln,srd037,1.3791,270,827785,1,0,0.0,2026-04-08T12:30:17+00:00,2026-04-08T12:30:17+00:00,0.0
4673,1,cmd/unlink,srd038,1.2391,132,1246038,1,0,0.0,2026-04-08T13:35:05+00:00,2026-04-08T13:35:05+00:00,0.0
4675,1,cmd/groups,srd043,0.7273,65,624468,1,0,0.0,2026-04-08T13:39:04+00:00,2026-04-08T13:39:04+00:00,0.0
4676,1,cmd/groups,srd043,0.6653,56,549673,0,1,0.6653,2026-04-08T13:40:22+00:00,2026-04-08T13:40:22+00:00,0.0
4677,1,cmd/whoami,srd042,0.5548,35,340390,1,0,0.0,2026-04-08T13:41:15+00:00,2026-04-08T13:41:15+00:00,0.0
4678,1,cmd/whoami,srd042,0.5888,43,363832,1,0,0.0,2026-04-08T13:42:18+00:00,2026-04-08T13:42:18+00:00,0.0
4680,1,cmd/groups,srd043,0.8481,125,612677,1,0,0.0,2026-04-08T13:47:40+00:00,2026-04-08T13:47:40+00:00,0.0
4681,1,cmd/env,srd039,0.6116,61,346247,1,0,0.0,2026-04-08T13:48:59+00:00,2026-04-08T13:48:59+00:00,0.0
4682,1,cmd/env,srd039,0.6294,72,351237,1,0,0.0,2026-04-08T13:50:31+00:00,2026-04-08T13:50:31+00:00,0.0
4683,1,cmd/env,srd039,1.3263,269,1034957,1,0,0.0,2026-04-08T13:55:20+00:00,2026-04-08T13:55:20+00:00,0.0
4685,1,cmd/printenv,srd040,0.6203,50,423888,1,0,0.0,2026-04-08T13:58:48+00:00,2026-04-08T13:58:48+00:00,0.0
4686,1,cmd/printenv,srd040,0.5923,52,409610,0,1,0.5923,2026-04-08T14:00:01+00:00,2026-04-08T14:00:01+00:00,0.0
4687,1,cmd/printenv,srd040,0.6711,75,389064,1,0,0.0,2026-04-08T14:01:38+00:00,2026-04-08T14:01:38+00:00,0.0
4688,1,cmd/env,srd039,1.0132,151,755705,1,0,0.0,2026-04-08T14:04:30+00:00,2026-04-08T14:04:30+00:00,0.0
4690,1,cmd/id,srd041,0.6907,81,361088,1,0,0.0,2026-04-08T14:08:44+00:00,2026-04-08T14:08:44+00:00,0.0
4691,1,cmd/id,srd041,0.7828,133,374209,1,0,0.0,2026-04-08T14:11:20+00:00,2026-04-08T14:11:20+00:00,0.0
4692,1,cmd/id,srd041,0.8576,113,675563,1,0,0.0,2026-04-08T14:13:36+00:00,2026-04-08T14:13:36+00:00,0.0
4693,1,cmd/id,srd041,1.2581,224,790390,1,0,0.0,2026-04-08T14:17:44+00:00,2026-04-08T14:17:44+00:00,0.0
4695,1,cmd/tail,srd055,1.2771,193,1267885,1,0,0.0,2026-04-08T14:23:30+00:00,2026-04-08T14:23:30+00:00,0.0
4696,1,cmd/tail,srd055,0.7824,131,388865,0,1,0.7824,2026-04-08T14:26:04+00:00,2026-04-08T14:26:04+00:00,0.0
4697,1,cmd/tail,srd055,1.67,204,1868870,1,0,0.0,2026-04-08T14:29:51+00:00,2026-04-08T14:29:51+00:00,0.0
4698,1,cmd/tail,srd055,1.1688,150,875313,1,0,0.0,2026-04-08T14:32:44+00:00,2026-04-08T14:32:44+00:00,0.0
4700,1,cmd/sort,srd053,0.8989,93,493857,1,0,0.0,2026-04-08T14:37:21+00:00,2026-04-08T14:37:21+00:00,0.0
4701,1,cmd/sort,srd053,0.7631,65,616732,1,0,0.0,2026-04-08T14:38:46+00:00,2026-04-08T14:38:46+00:00,0.0
4702,1,cmd/tr,srd054,1.0956,130,795352,1,0,0.0,2026-04-10T11:00:12+00:00,2026-04-10T11:00:12+00:00,0.0
4703,1,cmd/tr,srd054,1.1271,161,958099,1,0,0.0,2026-04-10T11:03:11+00:00,2026-04-10T11:03:11+00:00,0.0
4705,1,cmd/sort,srd053,0.715,84,464896,1,0,0.0,2026-04-10T11:06:56+00:00,2026-04-10T11:06:56+00:00,0.0
4706,1,cmd/sort,srd053,2.1629,580,1286726,1,0,0.0,2026-04-10T11:16:56+00:00,2026-04-10T11:16:56+00:00,0.0
4707,1,cmd/tr,srd054,0.8676,97,646693,1,0,0.0,2026-04-10T11:18:52+00:00,2026-04-10T11:18:52+00:00,0.0
4708,1,cmd/tr,srd054,1.5979,216,1648204,1,0,0.0,2026-04-10T11:22:48+00:00,2026-04-10T11:22:48+00:00,0.0
4710,1,cmd/sort,srd053,3.3095,980,1901451,1,0,0.0,2026-04-10T11:42:16+00:00,2026-04-10T11:42:16+00:00,0.0
4711,1,cmd/sort,srd053,1.7122,387,1191028,1,0,0.0,2026-04-10T11:49:01+00:00,2026-04-10T11:49:01+00:00,0.0
4712,1,cmd/tr,srd054,0.9165,83,810462,1,0,0.0,2026-04-10T11:50:42+00:00,2026-04-10T11:50:42+00:00,0.0
4713,2,cmd/cp,srd056,1.6697,161,1089390,1,1,0.7507,2026-04-10T11:52:28+00:00,2026-04-10T11:52:28+00:00,0.0
4717,1,cmd/cp,srd056,2.3857,722,1216264,1,0,0.0,2026-04-10T12:09:56+00:00,2026-04-10T12:09:56+00:00,0.0
4718,2,cmd/cp,srd056,2.276,471,1186885,1,1,0.7411,2026-04-10T12:17:07+00:00,2026-04-10T12:17:07+00:00,0.0
4723,2,cmd/sort,srd053,1.7505,210,1155147,1,1,0.7371,2026-04-10T12:27:48+00:00,2026-04-10T12:27:48+00:00,0.0
4728,2,cmd/cp,srd056,3.5436,770,2037431,1,1,0.8533,2026-04-10T12:47:17+00:00,2026-04-10T12:47:17+00:00,0.0
4731,1,cmd/cp,srd056,0.9211,101,685509,1,0,0.0,2026-04-10T12:53:15+00:00,2026-04-10T12:53:15+00:00,0.0
4732,1,cmd/mv,srd057,2.1958,656,1126414,1,0,0.0,2026-04-10T13:04:28+00:00,2026-04-10T13:04:28+00:00,0.0
4733,1,cmd/mv,srd057,1.8118,468,972136,1,0,0.0,2026-04-10T13:12:34+00:00,2026-04-10T13:12:34+00:00,0.0
4735,1,cmd/sort,srd053,1.7458,366,1299489,1,0,0.0,2026-04-10T13:21:02+00:00,2026-04-10T13:21:02+00:00,0.0
4736,1,cmd/mv,srd057,1.8616,486,894759,1,0,0.0,2026-04-10T13:29:27+00:00,2026-04-10T13:29:27+00:00,0.0
4737,1,cmd/mv,srd057,0.9393,90,695357,1,0,0.0,2026-04-10T13:31:16+00:00,2026-04-10T13:31:16+00:00,0.0
4738,1,cmd/rm,srd058,1.5922,297,1212681,1,0,0.0,2026-04-10T13:36:31+00:00,2026-04-10T13:36:31+00:00,0.0
4740,1,cmd/rm,srd058,0.9434,172,475251,1,0,0.0,2026-04-10T13:41:50+00:00,2026-04-10T13:41:50+00:00,0.0
4741,1,cmd/rm,srd058,2.3609,521,1877820,1,0,0.0,2026-04-10T13:50:48+00:00,2026-04-10T13:50:48+00:00,0.0
4742,1,cmd/rm,srd058,0.9607,105,756307,1,0,0.0,2026-04-10T13:52:52+00:00,2026-04-10T13:52:52+00:00,0.0
4744,1,cmd/date,srd060,1.7767,533,855897,1,0,0.0,2026-04-10T14:05:13+00:00,2026-04-10T14:05:13+00:00,0.0
4745,1,cmd/date,srd060,1.7136,221,2093758,1,0,0.0,2026-04-10T14:09:14+00:00,2026-04-10T14:09:14+00:00,0.0
4746,1,cmd/date,srd060,1.3663,143,1526330,1,0,0.0,2026-04-10T14:11:58+00:00,2026-04-10T14:11:58+00:00,0.0
4747,1,cmd/date,srd060,0.829,120,553957,1,0,0.0,2026-04-10T14:14:18+00:00,2026-04-10T14:14:18+00:00,0.0
4749,1,cmd/sleep,srd061,1.1305,133,1082274,1,0,0.0,2026-04-10T14:18:52+00:00,2026-04-10T14:18:52+00:00,0.0
4750,1,cmd/sleep,srd061,0.7156,102,430618,1,0,0.0,2026-04-10T14:20:55+00:00,2026-04-10T14:20:55+00:00,0.0
4751,1,cmd/sleep,srd061,0.8554,142,534753,1,0,0.0,2026-04-10T14:23:39+00:00,2026-04-10T14:23:39+00:00,0.0
4752,1,cmd/sleep,srd061,0.9062,85,883143,1,0,0.0,2026-04-10T14:25:25+00:00,2026-04-10T14:25:25+00:00,0.0
4754,1,cmd/touch,srd062,0.6294,65,354264,1,0,0.0,2026-04-10T14:28:42+00:00,2026-04-10T14:28:42+00:00,0.0
4755,1,cmd/touch,srd062,1.0405,206,553367,1,0,0.0,2026-04-10T14:32:26+00:00,2026-04-10T14:32:26+00:00,0.0
4756,1,cmd/touch,srd062,0.9944,220,395320,1,0,0.0,2026-04-10T14:36:27+00:00,2026-04-10T14:36:27+00:00,0.0
4757,1,cmd/touch,srd062,2.2599,297,2842745,1,0,0.0,2026-04-10T14:41:42+00:00,2026-04-10T14:41:42+00:00,0.0
4759,1,cmd/timeout,srd063,2.0996,600,1321019,1,0,0.0,2026-04-10T14:54:00+00:00,2026-04-10T14:54:00+00:00,0.0
4760,1,cmd/timeout,srd063,2.4003,865,1054813,1,0,0.0,2026-04-10T15:08:45+00:00,2026-04-10T15:08:45+00:00,0.0
4761,1,cmd/timeout,srd063,1.8035,329,2085773,1,0,0.0,2026-04-10T15:14:36+00:00,2026-04-10T15:14:36+00:00,0.0
4762,1,cmd/timeout,srd063,1.5678,334,1447076,1,0,0.0,2026-04-10T15:20:33+00:00,2026-04-10T15:20:33+00:00,0.0
4764,1,cmd/shuf,srd064,0.6379,54,383669,1,0,0.0,2026-04-10T15:24:01+00:00,2026-04-10T15:24:01+00:00,0.0
4765,1,cmd/shuf,srd064,0.8607,161,446202,1,0,0.0,2026-04-10T15:27:03+00:00,2026-04-10T15:27:03+00:00,0.0
4766,1,cmd/shuf,srd064,1.1603,248,488449,1,0,0.0,2026-04-10T16:46:25+00:00,2026-04-10T16:46:25+00:00,0.0
4767,1,cmd/shuf,srd064,1.1435,249,513049,1,0,0.0,2026-04-10T16:50:50+00:00,2026-04-10T16:50:50+00:00,0.0
4769,1,cmd/factor,srd065,0.6137,49,365832,1,0,0.0,2026-04-10T16:54:07+00:00,2026-04-10T16:54:07+00:00,0.0
4770,1,cmd/factor,srd065,0.5718,46,342940,1,0,0.0,2026-04-10T16:55:10+00:00,2026-04-10T16:55:10+00:00,0.0
4771,1,cmd/factor,srd065,0.7555,65,632856,1,0,0.0,2026-04-10T16:56:31+00:00,2026-04-10T16:56:31+00:00,0.0
4772,1,cmd/factor,srd065,1.2455,141,1216127,1,0,0.0,2026-04-10T16:59:09+00:00,2026-04-10T16:59:09+00:00,0.0
4774,1,cmd/expr,,0.5672,45,348154,1,0,0.0,2026-04-10T17:02:29+00:00,2026-04-10T17:02:29+00:00,0.0
4775,1,cmd/expr,srd066,1.5797,442,897009,1,0,0.0,2026-04-10T17:10:09+00:00,2026-04-10T17:10:09+00:00,0.0
4776,1,cmd/expr,srd066,0.6953,80,444694,0,1,0.6953,2026-04-10T17:11:47+00:00,2026-04-10T17:11:47+00:00,0.0
4777,1,cmd/expr,srd066,0.8942,120,543015,1,0,0.0,2026-04-10T17:14:05+00:00,2026-04-10T17:14:05+00:00,0.0
4779,1,cmd/expr,srd066,1.4464,217,1398461,1,0,0.0,2026-04-10T18:31:46+00:00,2026-04-10T18:31:46+00:00,0.0
4780,1,cmd/split,,0.622,71,301578,1,0,0.0,2026-04-10T18:27:53+00:00,2026-04-10T18:27:53+00:00,0.0
4781,1,cmd/split,srd067,2.3687,660,1690559,1,0,0.0,2026-04-10T18:43:04+00:00,2026-04-10T18:43:04+00:00,0.0
4782,1,cmd/split,srd067,1.9758,508,1075598,1,0,0.0,2026-04-10T18:51:50+00:00,2026-04-10T18:51:50+00:00,0.0
4784,1,cmd/split,srd067,1.0053,127,711895,1,0,0.0,2026-04-10T18:56:07+00:00,2026-04-10T18:56:07+00:00,0.0
4785,1,cmd/split,srd067,1.6202,164,1465899,1,0,0.0,2026-04-10T18:59:09+00:00,2026-04-10T18:59:09+00:00,0.0
4786,1,cmd/csplit,srd068,0.8339,124,421163,1,0,0.0,2026-04-10T19:01:31+00:00,2026-04-10T19:01:31+00:00,0.0
4787,1,cmd/csplit,srd068,1.1711,269,702026,1,0,0.0,2026-04-10T19:06:16+00:00,2026-04-10T19:06:16+00:00,0.0
4789,1,cmd/csplit,srd068,3.2302,1189,1381992,1,0,0.0,2026-04-10T19:28:18+00:00,2026-04-10T19:28:18+00:00,0.0
4790,1,cmd/csplit,srd068,0.8709,109,583219,1,0,0.0,2026-04-10T19:30:26+00:00,2026-04-10T19:30:26+00:00,0.0
4791,1,cmd/csplit,srd068,0.9303,216,428073,1,0,0.0,2026-04-10T19:34:19+00:00,2026-04-10T19:34:19+00:00,0.0
4792,1,cmd/join,srd069,0.8749,104,578236,1,0,0.0,2026-04-10T19:36:22+00:00,2026-04-10T19:36:22+00:00,0.0
4794,1,cmd/join,srd069,1.8129,397,1320341,1,0,0.0,2026-04-10T19:45:14+00:00,2026-04-10T19:45:14+00:00,0.0
4795,1,cmd/join,srd069,0.807,89,546881,1,0,0.0,2026-04-10T19:47:04+00:00,2026-04-10T19:47:04+00:00,0.0
4796,1,cmd/join,srd069,0.8902,115,570897,1,0,0.0,2026-04-10T19:49:18+00:00,2026-04-10T19:49:18+00:00,0.0
4797,1,cmd/join,srd069,3.2724,1408,1507502,1,0,0.0,2026-04-10T20:38:25+00:00,2026-04-10T20:38:25+00:00,0.0
4799,1,cmd/fmt,srd070,0.6782,72,386344,1,0,0.0,2026-04-10T20:42:11+00:00,2026-04-10T20:42:11+00:00,0.0
4800,1,cmd/fmt,srd070,1.1553,221,797265,1,0,0.0,2026-04-10T20:46:09+00:00,2026-04-10T20:46:09+00:00,0.0
4801,1,cmd/fmt,srd070,0.8008,102,523064,1,0,0.0,2026-04-10T20:48:07+00:00,2026-04-10T20:48:07+00:00,0.0
4802,1,cmd/fmt,srd070,3.8797,1331,2420376,1,0,0.0,2026-04-10T21:10:34+00:00,2026-04-10T21:10:34+00:00,0.0
4804,1,cmd/numfmt,srd071,1.6933,416,918266,1,0,0.0,2026-04-10T21:19:57+00:00,2026-04-10T21:19:57+00:00,0.0
4805,1,cmd/numfmt,srd071,3.0705,878,2401272,1,0,0.0,2026-04-10T21:34:53+00:00,2026-04-10T21:34:53+00:00,0.0
4806,1,cmd/numfmt,srd071,1.3669,315,627153,1,0,0.0,2026-04-10T21:41:06+00:00,2026-04-10T21:41:06+00:00,0.0
4807,1,cmd/numfmt,srd071,2.3715,617,1592052,1,0,0.0,2026-04-10T21:51:40+00:00,2026-04-10T21:51:40+00:00,0.0
4810,1,cmd/od,srd072,3.1848,1061,1662710,1,0,0.0,2026-04-11T03:31:27+00:00,2026-04-11T03:31:27+00:00,0.0
4811,1,cmd/od,srd072,0.9143,109,683429,1,0,0.0,2026-04-11T03:33:33+00:00,2026-04-11T03:33:33+00:00,0.0
4812,2,cmd/od,srd072,2.6952,641,1443892,1,1,0.6382,2026-04-11T03:43:39+00:00,2026-04-11T03:43:39+00:00,0.0
4815,1,cmd/printf,srd073,0.9664,135,711903,1,0,0.0,2026-04-11T03:50:08+00:00,2026-04-11T03:50:08+00:00,0.0
4816,1,cmd/printf,srd073,0.8288,98,620032,1,0,0.0,2026-04-11T03:52:02+00:00,2026-04-11T03:52:02+00:00,0.0
4817,1,cmd/printf,srd073,0.7142,77,386575,1,0,0.0,2026-04-11T03:53:36+00:00,2026-04-11T03:53:36+00:00,0.0
4819,1,cmd/printf,srd073,0.9926,208,641689,1,0,0.0,2026-04-11T03:59:09+00:00,2026-04-11T03:59:09+00:00,0.0
4820,1,cmd/printf,srd073,1.3467,258,1006915,1,0,0.0,2026-04-11T04:03:44+00:00,2026-04-11T04:03:44+00:00,0.0
4821,1,cmd/sha224sum,srd074,0.7072,73,394266,1,0,0.0,2026-04-11T04:05:13+00:00,2026-04-11T04:05:13+00:00,0.0
4822,2,cmd/sha224sum,srd074,1.2928,109,774826,1,1,0.5359,2026-04-11T04:06:49+00:00,2026-04-11T04:06:49+00:00,0.0
4827,1,cmd/sha384sum,srd075,0.7307,89,389815,1,0,0.0,2026-04-11T04:15:00+00:00,2026-04-11T04:15:00+00:00,0.0
4834,1,cmd/b2sum,srd076,0.855,95,690872,1,0,0.0,2026-04-11T04:26:30+00:00,2026-04-11T04:26:30+00:00,0.0
4835,1,cmd/b2sum,srd076,0.9664,110,886756,1,0,0.0,2026-04-11T04:29:17+00:00,2026-04-11T04:29:17+00:00,0.0
